,case:german speaking,case:yearsOfEducation,case:age,case:gender,case:citizen,case:protected,case:married,case:case,Case_outcome,Target,case_start_date,case_end_date,lead_time_days,age_Childhood,age_Adolescence,age_Youth,age_Young Adult,age_Middle-Aged Adult,age_Pre-Retirement,age_Retired,yearsOfEducation_No Formal Education,yearsOfEducation_Elementary Education,yearsOfEducation_Secondary Education,yearsOfEducation_Higher Education,yearsOfEducation_Postgraduate Education,Apply for Viewing Appointment -> Set Appointment,Check Paperwork -> Screen Prospective Tenant,Hand In The Paperwork -> Check Paperwork,Screen Prospective Tenant -> Extensive Screening,Set Appointment -> View The Property,View The Property -> Hand In The Paperwork,Hotline -> Hotline,Hotline -> Real Estate Agent 1,Hotline -> Real Estate Agent 2,Hotline -> Real Estate Agent 3,Hotline -> Real Estate Agent 4,Hotline -> Real Estate Agent 5,Lawyer 1 -> Real Estate Agent 1,Lawyer 1 -> Real Estate Agent 2,Lawyer 1 -> Real Estate Agent 3,Lawyer 1 -> Real Estate Agent 4,Lawyer 1 -> Real Estate Agent 5,Lawyer 2 -> Real Estate Agent 1,Lawyer 2 -> Real Estate Agent 2,Lawyer 2 -> Real Estate Agent 3,Lawyer 2 -> Real Estate Agent 4,Lawyer 2 -> Real Estate Agent 5,Lawyer 3 -> Real Estate Agent 1,Lawyer 3 -> Real Estate Agent 2,Lawyer 3 -> Real Estate Agent 3,Lawyer 3 -> Real Estate Agent 4,Lawyer 3 -> Real Estate Agent 5,Real Estate Agent 1 -> Hotline,Real Estate Agent 1 -> Lawyer 1,Real Estate Agent 1 -> Lawyer 2,Real Estate Agent 1 -> Lawyer 3,Real Estate Agent 1 -> Real Estate Agent 1,Real Estate Agent 1 -> Real Estate Agent 2,Real Estate Agent 1 -> Real Estate Agent 3,Real Estate Agent 1 -> Real Estate Agent 4,Real Estate Agent 1 -> Real Estate Agent 5,Real Estate Agent 2 -> Hotline,Real Estate Agent 2 -> Lawyer 1,Real Estate Agent 2 -> Lawyer 2,Real Estate Agent 2 -> Lawyer 3,Real Estate Agent 2 -> Real Estate Agent 1,Real Estate Agent 2 -> Real Estate Agent 2,Real Estate Agent 2 -> Real Estate Agent 3,Real Estate Agent 2 -> Real Estate Agent 4,Real Estate Agent 2 -> Real Estate Agent 5,Real Estate Agent 3 -> Hotline,Real Estate Agent 3 -> Lawyer 1,Real Estate Agent 3 -> Lawyer 2,Real Estate Agent 3 -> Lawyer 3,Real Estate Agent 3 -> Real Estate Agent 1,Real Estate Agent 3 -> Real Estate Agent 2,Real Estate Agent 3 -> Real Estate Agent 3,Real Estate Agent 3 -> Real Estate Agent 4,Real Estate Agent 3 -> Real Estate Agent 5,Real Estate Agent 4 -> Hotline,Real Estate Agent 4 -> Lawyer 1,Real Estate Agent 4 -> Lawyer 2,Real Estate Agent 4 -> Lawyer 3,Real Estate Agent 4 -> Real Estate Agent 1,Real Estate Agent 4 -> Real Estate Agent 2,Real Estate Agent 4 -> Real Estate Agent 3,Real Estate Agent 4 -> Real Estate Agent 4,Real Estate Agent 4 -> Real Estate Agent 5,Real Estate Agent 5 -> Hotline,Real Estate Agent 5 -> Lawyer 1,Real Estate Agent 5 -> Lawyer 2,Real Estate Agent 5 -> Lawyer 3,Real Estate Agent 5 -> Real Estate Agent 1,Real Estate Agent 5 -> Real Estate Agent 2,Real Estate Agent 5 -> Real Estate Agent 3,Real Estate Agent 5 -> Real Estate Agent 4,Real Estate Agent 5 -> Real Estate Agent 5
792,1,14,54,0,0,0,0,1111,Positive,1,2015-01-05 00:00:14+00:00,2015-01-09 15:09:06+00:00,4,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,1,7,56,0,1,0,1,1112,Positive,1,2015-01-05 00:01:38+00:00,2015-01-09 15:09:31+00:00,4,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,1,6,62,1,0,1,0,1113,Negative,0,2015-01-05 00:00:07+00:00,2015-01-10 05:00:31+00:00,5,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
813,1,7,56,1,0,0,1,1114,Positive,1,2015-01-05 00:00:25+00:00,2015-01-10 13:18:46+00:00,5,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,1,6,55,0,1,1,0,1115,Negative,0,2015-01-05 00:00:01+00:00,2015-01-11 06:04:57+00:00,6,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
829,0,16,67,1,1,0,1,1116,Negative,0,2015-01-05 00:00:54+00:00,2015-01-09 15:08:07+00:00,4,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
836,1,4,43,1,1,0,1,1117,Positive,1,2015-01-05 00:01:11+00:00,2015-01-09 15:07:31+00:00,4,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,1,8,62,1,1,0,1,1118,Negative,0,2015-01-05 00:01:56+00:00,2015-01-09 15:08:58+00:00,4,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,1,9,53,1,0,0,1,1119,Positive,1,2015-01-05 00:04:43+00:00,2015-01-09 15:11:40+00:00,4,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
857,0,5,67,1,0,1,0,112,Negative,0,2015-01-05 00:04:04+00:00,2015-01-08 03:03:47+00:00,3,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,1,13,49,1,0,0,1,1120,Negative,0,2015-01-05 00:02:44+00:00,2015-01-10 13:24:56+00:00,5,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,1,4,40,1,0,0,0,1121,Positive,1,2015-01-05 00:00:22+00:00,2015-01-10 13:20:52+00:00,5,0,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,1,12,64,0,0,1,0,1123,Negative,0,2015-01-05 00:00:24+00:00,2015-01-08 03:00:53+00:00,3,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
881,1,7,38,0,1,0,1,1124,Negative,0,2015-01-05 00:00:13+00:00,2015-01-07 18:39:34+00:00,2,0,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,1,3,56,1,1,1,0,1126,Negative,0,2015-01-05 00:05:03+00:00,2015-01-08 03:06:58+00:00,3,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
889,0,9,56,0,1,0,1,1127,Negative,0,2015-01-05 00:00:30+00:00,2015-01-07 18:41:33+00:00,2,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
893,0,16,69,1,1,0,0,1128,Positive,1,2015-01-05 00:00:02+00:00,2015-01-09 15:04:45+00:00,4,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,1,9,42,1,1,0,1,1129,Positive,1,2015-01-05 00:02:46+00:00,2015-01-09 15:07:54+00:00,4,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,0,10,58,1,1,0,1,113,Positive,1,2015-01-05 00:02:15+00:00,2015-01-09 15:09:22+00:00,4,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
914,1,8,26,1,1,0,1,1130,Negative,0,2015-01-05 00:01:00+00:00,2015-01-09 15:09:04+00:00,4,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
921,1,8,48,1,1,0,1,1131,Positive,1,2015-01-05 00:02:37+00:00,2015-01-10 13:22:05+00:00,5,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,1,6,60,1,0,0,1,1132,Positive,1,2015-01-05 00:03:17+00:00,2015-01-09 15:10:22+00:00,4,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
936,0,10,64,1,0,0,0,1133,Negative,0,2015-01-05 00:01:24+00:00,2015-01-09 15:05:27+00:00,4,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,0,11,41,0,0,0,1,1135,Positive,1,2015-01-05 00:00:16+00:00,2015-01-10 13:17:15+00:00,5,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,1,9,54,1,1,0,1,1136,Positive,1,2015-01-05 00:00:01+00:00,2015-01-09 15:06:54+00:00,4,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
958,1,7,61,0,0,0,1,1137,Negative,0,2015-01-05 00:00:38+00:00,2015-01-09 15:05:02+00:00,4,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
965,0,7,50,0,0,0,1,1138,Positive,1,2015-01-05 00:00:15+00:00,2015-01-10 13:20:19+00:00,5,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
973,0,1,66,1,0,1,1,1139,Negative,0,2015-01-05 00:00:12+00:00,2015-01-11 05:59:57+00:00,6,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,0,7,60,1,0,0,0,114,Positive,1,2015-01-05 00:01:04+00:00,2015-01-10 13:17:48+00:00,5,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,0,4,61,1,0,1,0,1141,Negative,0,2015-01-05 00:01:23+00:00,2015-01-11 06:00:58+00:00,6,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,1,10,49,0,1,0,1,1142,Negative,0,2015-01-05 00:02:16+00:00,2015-01-10 13:22:53+00:00,5,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1005,0,12,59,1,1,0,1,1143,Negative,0,2015-01-05 00:00:13+00:00,2015-01-09 15:06:57+00:00,4,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
